id,date,scanner,min,max,err,pixels,minf,maxf,errf,created_at,updated_at
323,2017-12-24,H127,35314,36036,2.02,151,35721,35746,0.07,,2017-12-29 16:21:43.772808
300,2017-12-23,K167,34826,36472,4.62,63,35670,35694,0.07,,2017-12-29 16:21:43.802087
319,2017-05-24,K167,34824,36472,4.62,63,35670,35695,0.07,,2017-12-29 16:21:43.804965
298,2017-12-23,K147,35320,35799,1.35,37,35560,35570,0.03,,2017-12-29 16:21:43.838249
295,2017-12-22,K172,34971,35886,2.58,25,35532,35550,0.05,,2017-12-29 16:21:43.862462
308,2017-12-23,K172,35050,35906,2.41,24,35527,35546,0.05,,2017-12-29 16:21:43.864652
327,2017-02-24,K172,35052,35908,2.41,24,35527,35546,0.05,,2017-12-29 16:21:43.867234
296,2017-12-23,K150,35091,36480,3.88,17,35708,35722,0.04,,2017-12-29 16:21:43.903046
315,2017-05-24,K150,35104,36473,3.83,19,35709,35722,0.04,,2017-12-29 16:21:43.905482
316,2017-05-24,K173,34985,36342,3.81,52,35705,35734,0.08,,2017-12-29 16:21:43.935934
305,2017-12-23,K208,35442,35925,1.35,39,35698,35705,0.02,,2017-12-29 16:21:43.961591
324,2017-02-24,K208,35443,35926,1.35,39,35699,35710,0.03,,2017-12-29 16:21:43.964479
306,2017-12-23,K210,35304,36143,2.35,38,35710,35719,0.03,,2017-12-29 16:21:43.989716
325,2017-02-24,K210,35304,36143,2.35,39,35708,35723,0.04,,2017-12-29 16:21:43.992595
307,2017-12-23,K209,35032,36040,2.84,26,35517,35529,0.03,,2017-12-29 16:21:44.023231
326,2017-02-24,K209,35027,36047,2.87,26,35516,35532,0.05,,2017-12-29 16:21:44.02611
299,2017-12-23,K149,35240,36071,2.33,25,35711,35736,0.07,,2017-12-29 16:21:44.058298
318,2017-05-24,K149,35241,36071,2.33,30,35711,35736,0.07,,2017-12-29 16:21:44.061221
309,2017-12-24,H161,35149,36394,3.48,22,35739,35753,0.04,,2017-12-29 16:26:16.887344
337,2017-12-25,H161,35140,36384,3.48,22,35730,35759,0.08,,2017-12-29 16:26:16.890047
338,2017-12-25,H162,35356,36088,2.05,43,35739,35779,0.11,,2017-12-29 16:26:16.92623
311,2017-12-24,H163,35342,36291,2.65,65,35698,35779,0.23,,2017-12-29 16:26:16.952253
339,2017-12-25,H163,35328,36274,2.64,71,35697,35777,0.22,,2017-12-29 16:26:16.954946
368,2017-12-26,H163,35319,36278,2.68,71,35688,35787,0.28,,2017-12-29 16:26:16.957915
342,2017-12-23,K239,35182,36290,3.1,22,35723,35728,0.01,,2017-12-29 16:26:17.079633
350,2017-12-25,K239,35182,36290,3.1,22,35723,35728,0.01,,2017-12-29 16:26:17.084697
354,2017-12-26,K239,35182,36290,3.1,22,35723,35728,0.01,,2017-12-29 16:26:17.087161
341,2017-12-23,K238,35142,36241,3.08,6,35706,35717,0.03,,2017-12-29 16:26:17.113002
345,2017-12-24,K238,35141,36240,3.08,6,35705,35717,0.03,,2017-12-29 16:26:17.115966
349,2017-12-25,K238,35141,36240,3.08,6,35705,35717,0.03,,2017-12-29 16:26:17.118807
343,2017-12-23,K250,35399,36017,1.73,17,35701,35707,0.02,,2017-12-29 16:26:17.143495
347,2017-12-24,K250,-1,36017,200.01,17,-1,35707,200.01,,2017-12-29 16:26:17.146421
351,2017-12-25,K250,35396,36017,1.74,17,35696,35710,0.04,,2017-12-29 16:26:17.149222
355,2017-12-26,K250,35396,36017,1.74,17,35696,35710,0.04,,2017-12-29 16:26:17.151621
340,2017-12-23,K237,35466,36018,1.54,13,35710,35719,0.03,,2017-12-29 16:26:17.178015
348,2017-12-25,K237,35466,36018,1.54,13,35710,35719,0.03,,2017-12-29 16:26:17.183514
352,2017-12-26,K237,35468,36018,1.54,12,35710,35719,0.03,,2017-12-29 16:26:17.186449
423,2017-12-27,K212,35211,36089,2.46,30,35687,35726,0.11,,2017-12-29 16:02:58.062929
424,2017-12-27,K220,35199,36252,2.95,6,35701,35722,0.06,,2017-12-29 16:02:58.077559
425,2017-12-27,K221,35277,36148,2.44,3,35719,35737,0.05,,2017-12-29 16:02:58.093666
427,2017-12-28,K238,35143,36237,3.07,6,35704,35717,0.04,,2017-12-29 16:20:22.167168
429,2017-12-28,K250,35222,36049,2.32,17,35700,35709,0.03,,2017-12-29 16:20:22.171475
426,2017-12-28,K237,35456,36025,1.59,12,35711,35719,0.02,,2017-12-29 16:20:22.175928
413,2017-12-27,K169,34915,36240,3.72,67,35562,35574,0.03,,2017-12-29 16:21:42.621422
411,2017-12-27,K120,35038,35948,2.56,29,35528,35542,0.04,,2017-12-29 16:21:42.652898
373,2017-12-21,K115,35236,35815,1.63,46,35541,35553,0.03,,2017-12-29 16:21:43.253557
419,2017-11-27,K115,35230,35820,1.66,52,35539,35555,0.05,,2017-12-29 16:21:43.256144
371,2017-12-21,K121,35362,36029,1.87,33,35715,35735,0.06,,2017-12-29 16:21:43.294975
417,2017-11-27,K121,35354,36038,1.92,28,35717,35734,0.05,,2017-12-29 16:21:43.297299
443,2017-11-28,K121,35354,36060,1.98,25,35717,35734,0.05,,2017-12-29 16:21:43.299503
418,2017-11-27,K168,35159,35971,2.28,30,35538,35568,0.08,,2017-12-29 16:21:43.337736
374,2017-12-21,K114,35185,36051,2.43,29,35714,35735,0.06,,2017-12-29 16:21:43.37619
420,2017-11-27,K114,35185,36061,2.46,34,35715,35735,0.06,,2017-12-29 16:21:43.378425
375,2017-12-21,K171,35227,36132,2.54,43,35714,35738,0.07,,2017-12-29 16:21:43.419716
421,2017-11-27,K171,35223,36115,2.5,41,35713,35737,0.07,,2017-12-29 16:21:43.421913
383,2017-12-25,H128,35283,36148,2.42,134,35721,35742,0.06,,2017-12-29 16:21:43.667473
437,2017-12-27,H128,35291,36140,2.38,138,35723,35742,0.05,,2017-12-29 16:21:43.672144
381,2017-12-25,H129,35513,35891,1.06,26,35686,35744,0.16,,2017-12-29 16:21:43.702031
403,2017-12-26,H129,35504,35896,1.1,26,35686,35744,0.16,,2017-12-29 16:21:43.704243
435,2017-12-27,H129,35517,35893,1.05,26,35685,35745,0.17,,2017-12-29 16:21:43.706478
382,2017-12-25,H130,35186,36120,2.62,-1,35707,35741,0.1,,2017-12-29 16:21:43.73822
436,2017-12-27,H130,35186,36120,2.62,-1,35707,35741,0.1,,2017-12-29 16:21:43.742778
384,2017-12-25,H127,35305,36034,2.04,151,35721,35747,0.07,,2017-12-29 16:21:43.775163
406,2017-12-26,H127,35306,36046,2.07,152,35723,35747,0.07,,2017-12-29 16:21:43.777947
438,2017-12-27,H127,35304,36040,2.06,153,35723,35746,0.06,,2017-12-29 16:21:43.780762
380,2017-12-25,K167,34828,36476,4.62,41,35671,35694,0.06,,2017-12-29 16:21:43.808113
402,2017-11-26,K167,34825,36477,4.63,41,35672,35696,0.07,,2017-12-29 16:21:43.813711
434,2017-12-27,K167,34824,36473,4.63,49,35672,35694,0.06,,2017-12-29 16:21:43.81658
378,2017-12-25,K147,35318,35800,1.36,48,35561,35572,0.03,,2017-12-29 16:21:43.843798
395,2017-11-26,K147,35318,35800,1.36,48,35561,35572,0.03,,2017-12-29 16:21:43.846172
400,2017-11-26,K147,35318,35800,1.36,48,35561,35572,0.03,,2017-12-29 16:21:43.848581
388,2017-04-25,K172,35054,35911,2.42,24,35531,35548,0.05,,2017-12-29 16:21:43.869771
410,2016-08-26,K172,35039,35906,2.44,24,35528,35548,0.06,,2017-12-29 16:21:43.87219
442,2017-12-27,K172,35050,35919,2.45,24,35531,35550,0.05,,2017-12-29 16:21:43.874455
376,2017-12-25,K150,35095,36475,3.86,21,35710,35723,0.04,,2017-12-29 16:21:43.908241
393,2017-11-26,K150,35095,36493,3.91,21,35708,35724,0.04,,2017-12-29 16:21:43.910673
430,2017-12-27,K150,35072,36503,4,21,35708,35721,0.04,,2017-12-29 16:21:43.915184
377,2017-12-25,K173,34990,36346,3.8,56,35707,35733,0.07,,2017-12-29 16:21:43.938144
394,2017-11-26,K173,34990,36346,3.8,56,35707,35733,0.07,,2017-12-29 16:21:43.940335
399,2017-11-26,K173,34990,36346,3.8,56,35707,35733,0.07,,2017-12-29 16:21:43.942741
431,2017-12-27,K173,34987,36347,3.81,60,35705,35734,0.08,,2017-12-29 16:21:43.945256
385,2017-04-25,K208,35445,35919,1.33,39,35698,35710,0.03,,2017-12-29 16:21:43.967554
439,2017-12-27,K208,35444,35925,1.35,46,35697,35704,0.02,,2017-12-29 16:21:43.973342
386,2017-04-25,K210,35303,36141,2.35,39,35708,35722,0.04,,2017-12-29 16:21:43.99546
408,2016-08-26,K210,35303,36151,2.37,41,35712,35721,0.03,,2017-12-29 16:21:43.99849
440,2017-12-27,K210,35309,36152,2.36,42,35711,35720,0.03,,2017-12-29 16:21:44.001268
387,2017-04-25,K209,35033,36050,2.86,27,35514,35536,0.06,,2017-12-29 16:21:44.028855
441,2017-12-27,K209,35030,36044,2.85,27,35517,35528,0.03,,2017-12-29 16:21:44.034484
379,2017-12-25,K149,35226,36060,2.34,31,35712,35735,0.06,,2017-12-29 16:21:44.063881
396,2017-11-26,K149,35226,36060,2.34,31,35712,35735,0.06,,2017-12-29 16:21:44.066819
401,2017-11-26,K149,35226,36060,2.34,31,35712,35735,0.06,,2017-12-29 16:21:44.069735
433,2017-12-27,K149,35230,36060,2.33,34,35710,35737,0.08,,2017-12-29 16:21:44.072519
415,2017-12-27,H161,35155,36395,3.47,39,35737,35757,0.06,,2017-12-29 16:26:16.89565
370,2017-12-26,H162,35352,36086,2.05,46,35741,35774,0.09,,2017-12-29 16:26:16.929109
416,2017-12-27,H162,35353,36082,2.04,47,35739,35777,0.11,,2017-12-29 16:26:16.931902
414,2017-12-27,H163,35316,36265,2.65,43,35730,35749,0.05,,2017-12-29 16:26:16.960541
391,2017-12-27,K239,35266,36394,3.15,21,35719,35728,0.03,,2017-12-29 16:26:17.089918
392,2017-12-27,K250,35177,36192,2.84,17,35706,35708,0.01,,2017-12-29 16:26:17.15454
389,2017-12-27,K237,35467,36017,1.54,11,35712,35719,0.02,,2017-12-29 16:26:17.189203
72,2017-12-19,K211,35300,36044,2.09,43,35697,35737,0.11,,2017-12-29 16:02:58.039842
361,2017-12-26,K211,35090,36264,3.29,56,35697,35732,0.1,,2017-12-29 16:02:58.046735
422,2017-12-27,K211,35093,36262,3.28,58,35698,35734,0.1,,2017-12-29 16:02:58.049046
74,2017-12-19,K220,35200,36256,2.96,11,35709,35724,0.04,,2017-12-29 16:02:58.069453
458,2017-12-28,K220,35196,36252,2.96,6,35701,35726,0.07,,2017-12-29 16:02:58.079983
459,2017-12-28,K221,35276,36145,2.43,3,35718,35737,0.05,,2017-12-29 16:02:58.095673
456,2017-12-28,K218,35119,36235,3.13,12,35687,35690,0.01,,2017-12-29 16:20:21.68127
457,2017-12-28,K219,35438,35941,1.41,6,35683,35687,0.01,,2017-12-29 16:20:21.687241
448,2017-12-28,H161,35144,36386,3.47,42,35728,35765,0.1,,2017-12-29 16:20:22.07928
449,2017-12-28,H162,35354,36085,2.05,52,35738,35777,0.11,,2017-12-29 16:20:22.084234
450,2017-12-28,H163,35306,36267,2.69,48,35719,35759,0.11,,2017-12-29 16:20:22.089035
428,2017-12-28,K239,35285,36397,3.1,21,35718,35727,0.03,,2017-12-29 16:20:22.162196
455,2016-07-28,K212,35207,36085,2.46,33,35688,35727,0.11,,2017-12-29 16:21:42.121136
28,2017-12-18,K169,34911,36193,3.61,47,35563,35573,0.03,,2017-12-29 16:21:42.59909
144,2017-12-21,K169,34913,36190,3.59,59,35561,35572,0.03,,2017-12-29 16:21:42.607183
258,2017-12-22,K169,34916,36188,3.58,59,35562,35573,0.03,,2017-12-29 16:21:42.609624
314,2017-10-24,K169,34917,36266,3.79,59,35562,35573,0.03,,2017-12-29 16:21:42.614366
453,2017-06-28,K169,34910,36185,3.59,45,35562,35574,0.03,,2017-12-29 16:21:42.623691
142,2017-12-21,K120,35042,35953,2.57,22,35527,35542,0.04,,2017-12-29 16:21:42.638193
451,2017-06-28,K120,35047,35948,2.54,30,35528,35542,0.04,,2017-12-29 16:21:42.655138
27,2017-12-18,K141,35402,36043,1.79,38,35671,35707,0.1,,2017-12-29 16:21:42.659584
257,2017-12-22,K141,35387,36046,1.85,34,35671,35709,0.11,,2017-12-29 16:21:42.669653
313,2017-10-24,K141,35382,36052,1.88,41,35672,35708,0.1,,2017-12-29 16:21:42.674188
412,2017-12-27,K141,35385,36048,1.86,43,35673,35707,0.1,,2017-12-29 16:21:42.681241
452,2017-06-28,K141,35404,36032,1.76,28,35671,35709,0.11,,2017-12-29 16:21:42.683546
80,2017-12-19,H132,34872,36524,4.63,49,35716,35735,0.05,,2017-12-29 16:21:43.030762
158,2017-12-19,H132,34872,36524,4.63,49,35716,35735,0.05,,2017-12-29 16:21:43.033197
233,2017-12-21,H134,35512,36178,1.86,46,35732,35765,0.09,,2017-12-29 16:21:43.044523
242,2017-12-22,H169,35224,36344,3.13,18,35716,35757,0.11,,2017-12-29 16:21:43.087963
248,2017-12-22,H149,34205,36762,7.21,42,35743,35778,0.1,,2017-12-29 16:21:43.117507
134,2017-12-21,K115,35236,35815,1.63,46,35541,35553,0.03,,2017-12-29 16:21:43.224919
209,2017-12-21,K115,35236,35815,1.63,46,35541,35553,0.03,,2017-12-29 16:21:43.236508
445,2017-11-28,K115,35241,35818,1.62,52,35539,35552,0.04,,2017-12-29 16:21:43.25841
212,2017-12-21,K121,35362,36029,1.87,33,35715,35735,0.06,,2017-12-29 16:21:43.281278
235,2017-12-22,K121,35359,36023,1.86,27,35716,35734,0.05,,2017-12-29 16:21:43.28822
62,2017-10-19,K168,35161,35973,2.28,33,35538,35569,0.09,,2017-12-29 16:21:43.306158
218,2017-12-21,K168,35156,35970,2.29,42,35540,35567,0.08,,2017-12-29 16:21:43.324154
372,2017-12-21,K168,35156,35970,2.29,42,35540,35567,0.08,,2017-12-29 16:21:43.335327
444,2017-11-28,K168,35157,35970,2.29,30,35540,35567,0.08,,2017-12-29 16:21:43.340196
135,2017-12-21,K114,35185,36051,2.43,29,35714,35735,0.06,,2017-12-29 16:21:43.349106
225,2017-12-21,K114,35185,36051,2.43,29,35714,35735,0.06,,2017-12-29 16:21:43.367169
359,2017-11-26,K114,35183,36060,2.46,34,35714,35735,0.06,,2017-12-29 16:21:43.373868
446,2017-11-28,K114,35184,36051,2.43,35,35714,35735,0.06,,2017-12-29 16:21:43.381046
192,2017-12-21,K171,35227,36132,2.54,43,35714,35738,0.07,,2017-12-29 16:21:43.395457
263,2017-08-23,K171,35224,36129,2.54,35,35713,35737,0.07,,2017-12-29 16:21:43.414914
447,2017-11-28,K171,35222,36118,2.51,41,35713,35738,0.07,,2017-12-29 16:21:43.424163
105,2017-12-19,H173,35481,36019,1.5,11,35723,35749,0.07,,2017-12-29 16:21:43.507586
102,2017-12-19,H176,35451,35995,1.52,26,35743,35760,0.05,,2017-12-29 16:21:43.54875
254,2017-12-22,H174,35412,36128,2,40,35730,35744,0.04,,2017-12-29 16:21:43.566957
332,2017-12-25,H174,35106,36245,3.19,43,35722,35750,0.08,,2017-12-29 16:21:43.569297
156,2017-12-18,H128,35232,36208,2.73,119,35718,35747,0.08,,2017-12-29 16:21:43.643826
405,2017-12-26,H128,35298,36148,2.38,138,35725,35739,0.04,,2017-12-29 16:21:43.669901
150,2017-12-18,H129,35318,35938,1.74,67,35686,35743,0.16,,2017-12-29 16:21:43.679401
151,2017-12-18,H130,35186,36120,2.62,-1,35707,35741,0.1,,2017-12-29 16:21:43.713154
321,2017-12-24,H130,35186,36120,2.62,-1,35707,35741,0.1,,2017-12-29 16:21:43.735693
404,2017-12-26,H130,35186,36120,2.62,-1,35707,35741,0.1,,2017-12-29 16:21:43.740552
153,2017-12-18,H127,35309,36025,2.01,149,35722,35747,0.07,,2017-12-29 16:21:43.749585
201,2017-12-18,H127,35309,36025,2.01,149,35722,35747,0.07,,2017-12-29 16:21:43.763791
278,2017-03-21,H127,35314,36027,2,151,35721,35748,0.08,,2017-12-29 16:21:43.766148
55,2016-10-18,K167,34818,36467,4.63,53,35670,35694,0.07,,2017-12-29 16:21:43.788369
397,2017-11-26,K167,34825,36477,4.63,41,35672,35696,0.07,,2017-12-29 16:21:43.810905
317,2017-05-24,K147,35320,35801,1.35,44,35559,35570,0.03,,2017-12-29 16:21:43.841009
432,2017-12-27,K147,35320,35799,1.35,52,35560,35570,0.03,,2017-12-29 16:21:43.850793
282,2017-12-21,K172,34988,35864,2.47,31,35531,35550,0.05,,2017-12-29 16:21:43.860005
51,2016-10-18,K150,35090,36470,3.86,26,35707,35724,0.05,,2017-12-29 16:21:43.88097
398,2017-11-26,K150,35095,36493,3.91,21,35708,35724,0.04,,2017-12-29 16:21:43.912943
297,2017-12-23,K173,34992,36343,3.79,50,35707,35734,0.08,,2017-12-29 16:21:43.933556
180,2017-12-20,K208,35379,35911,1.49,61,35697,35707,0.03,,2017-12-29 16:21:43.952873
292,2017-12-22,K208,35386,35902,1.45,63,35698,35705,0.02,,2017-12-29 16:21:43.958658
407,2016-08-26,K208,35440,35921,1.35,46,35699,35705,0.02,,2017-12-29 16:21:43.970458
294,2017-12-22,K209,35030,36041,2.85,25,35516,35535,0.05,,2017-12-29 16:21:44.020365
409,2016-08-26,K209,35035,36040,2.83,27,35517,35529,0.03,,2017-12-29 16:21:44.031557
59,2016-10-18,K149,35043,36400,3.8,27,35713,35735,0.06,,2017-12-29 16:21:44.047276
454,2016-07-28,K211,35107,36248,3.2,60,35698,35733,0.1,,2017-12-29 16:26:16.328223
87,2017-12-19,K219,35443,35938,1.39,8,35682,35689,0.02,,2017-12-29 16:26:16.478436
145,2017-12-21,H161,35152,36390,3.46,18,35737,35752,0.04,,2017-12-29 16:26:16.881316
267,2017-12-23,H161,45136,47057,4.17,20,45717,46344,1.36,,2017-12-29 16:26:16.884294
369,2017-12-26,H161,35137,36386,3.49,24,35730,35762,0.09,,2017-12-29 16:26:16.89276
310,2017-12-24,H162,35357,36085,2.04,42,35743,35773,0.08,,2017-12-29 16:26:16.923401
115,2017-12-20,H163,35303,36219,2.56,59,35694,35777,0.23,,2017-12-29 16:26:16.943791
346,2017-12-24,K239,35182,36290,3.1,22,35723,35728,0.01,,2017-12-29 16:26:17.082262
89,2017-12-17,K238,35123,36175,2.95,6,35707,35718,0.03,,2017-12-29 16:26:17.099205
353,2017-12-26,K238,35141,36240,3.08,6,35705,35717,0.03,,2017-12-29 16:26:17.121197
390,2017-12-27,K238,35147,36238,3.06,6,35702,35718,0.04,,2017-12-29 16:26:17.123642
95,2017-12-18,K250,35360,36015,1.84,17,35701,35709,0.02,,2017-12-29 16:26:17.133986
96,2017-12-19,K237,35468,36018,1.54,13,35709,35720,0.03,,2017-12-29 16:26:17.169339
344,2017-12-24,K237,35466,36018,1.54,13,35710,35719,0.03,,2017-12-29 16:26:17.180703
460,2017-11-29,K121,35352,36039,1.92,30,35715,35735,0.06,,
461,2017-11-29,K168,35157,35970,2.29,35,35540,35568,0.08,,
462,2017-11-29,K115,35239,35817,1.63,55,35541,35551,0.03,,
463,2017-11-29,K114,35181,36053,2.45,37,35714,35736,0.06,,
464,2017-11-29,K171,35256,36119,2.42,38,35714,35737,0.06,,
465,2017-03-29,K120,35034,35960,2.61,33,35529,35543,0.04,,
466,2017-03-29,K141,35393,36035,1.8,29,35671,35706,0.1,,
467,2017-03-29,K169,34906,36187,3.6,47,35560,35571,0.03,,
468,2017-12-29,H161,35161,36376,3.4,8,35734,35756,0.06,,
469,2017-12-29,H162,35351,36172,2.3,20,35742,35773,0.09,,
470,2017-12-29,H163,35290,36289,2.79,55,35703,35775,0.2,,
471,2017-12-30,H161,35164,36391,3.43,15,35731,35766,0.1,,
472,2017-12-30,H162,35347,36167,2.29,24,35743,35774,0.09,,
473,2017-12-30,H163,35278,36298,2.85,60,35681,35781,0.28,,
474,2017-11-30,K120,0,0,0,0,0,0,0,,
475,2017-11-30,K141,35391,36041,1.82,32,35671,35706,0.1,,
476,2017-11-30,K169,34908,36183,3.59,47,35561,35574,0.04,,
477,2017-12-31,K120,35048,35958,2.56,30,35527,35542,0.04,,
478,2017-12-31,K141,35390,36041,1.82,32,35672,35707,0.1,,
479,2017-12-31,K169,34906,36184,3.6,48,35562,35572,0.03,,
480,2017-12-31,H161,35164,36379,3.4,17,35734,35761,0.08,,
481,2017-12-31,H162,35348,36167,2.29,26,35741,35772,0.09,,
482,2017-12-31,H163,35274,36300,2.87,61,35685,35784,0.28,,
483,2017-10-30,K121,35357,36028,1.88,34,35715,35735,0.06,,
484,2017-10-30,K168,35156,35970,2.29,35,35541,35570,0.08,,
485,2017-10-30,K115,35241,35824,1.64,56,35540,35553,0.04,,
486,2017-10-30,K114,35186,36050,2.43,39,35714,35736,0.06,,
487,2017-10-30,K171,35256,36118,2.42,41,35715,35738,0.06,,
488,2017-10-31,K121,35359,36035,1.89,37,35718,35734,0.04,,
489,2017-10-31,K168,35160,35974,2.29,39,35538,35567,0.08,,
490,2017-10-31,K115,35241,35817,1.62,56,35543,35555,0.03,,
491,2017-10-31,K114,35186,36049,2.42,41,35710,35738,0.08,,
492,2017-10-31,K171,35253,36116,2.42,44,35713,35738,0.07,,
493,2017-12-29,K237,35459,36026,1.59,12,35711,35719,0.02,,
494,2017-12-29,K238,35115,36354,3.47,7,35709,35716,0.02,,
495,2017-12-29,K239,35169,36391,3.42,21,35721,35728,0.02,,
496,2017-12-29,K250,35232,36040,2.27,17,35696,35709,0.04,,
497,2017-12-30,K237,35459,36026,1.59,12,35711,35719,0.02,,
498,2017-12-30,K238,35115,36354,3.47,7,35709,35716,0.02,,
499,2017-12-30,K239,35169,36391,3.42,21,35721,35728,0.02,,
500,2017-12-30,K250,35232,36040,2.27,17,35696,35709,0.04,,
501,2017-12-31,K237,35459,36026,1.59,12,35711,35719,0.02,,
502,2017-12-31,K238,35115,36354,3.47,7,35709,35716,0.02,,
503,2017-12-31,K239,35169,36391,3.42,21,35721,35728,0.02,,
504,2017-12-31,K250,35232,36040,2.27,17,35696,35709,0.04,,
505,2018-01-01,K237,35459,36026,1.59,12,35711,35719,0.02,,
506,2018-01-01,K238,35115,36354,3.47,7,35709,35716,0.02,,
507,2018-01-01,K239,35169,36391,3.42,21,35721,35728,0.02,,
508,2018-01-01,K250,35232,36040,2.27,17,35696,35709,0.04,,
509,2017-12-29,K237,35459,36026,1.59,12,35711,35719,0.02,,
510,2017-12-29,K238,35115,36354,3.47,7,35709,35716,0.02,,
511,2017-12-29,K239,35169,36391,3.42,21,35721,35728,0.02,,
512,2017-12-29,K250,35232,36040,2.27,17,35696,35709,0.04,,
513,2018-01-01,K121,35367,36023,1.84,42,35715,35737,0.06,,
514,2018-01-01,K168,35157,35972,2.29,40,35538,35568,0.08,,
515,2018-01-01,K115,35247,35816,1.6,20,35539,35554,0.04,,
516,2018-01-01,K114,-1,-1,-0,-1,-1,-1,-0,,
517,2018-01-01,K171,35208,36139,2.61,44,35713,35738,0.07,,
518,2018-01-01,H161,35169,36384,3.4,18,35740,35753,0.04,,
519,2018-01-01,H162,35355,36159,2.25,29,35741,35775,0.1,,
520,2018-01-01,H163,35288,36271,2.75,66,35704,35773,0.19,,
521,2018-01-01,K120,35043,35952,2.56,32,35527,35542,0.04,,
522,2018-01-01,K141,35380,36040,1.85,33,35673,35707,0.1,,
523,2018-01-01,K169,34906,36186,3.6,52,35560,35573,0.04,,
524,2018-01-01,K211,35141,36210,3,63,35698,35736,0.11,,
525,2018-01-01,K212,35256,36183,2.6,37,35687,35726,0.11,,
526,2018-01-01,K220,35196,36265,2.99,5,35700,35723,0.06,,
527,2018-01-01,K221,35321,36136,2.28,3,35718,35738,0.06,,
528,2015-03-01,K112,34837,36266,4.02,-1,35524,35542,0.05,,
529,2015-03-01,K113,35067,36014,2.66,-1,35544,35563,0.05,,
530,2016-06-28,K150,35083,36483,3.91,20,35709,35722,0.04,,
531,2016-06-28,K173,35001,36355,3.8,65,35706,35733,0.08,,
532,2016-06-28,K147,35316,35803,1.37,59,35560,35569,0.03,,
533,2016-06-28,K149,35226,36046,2.3,36,35712,35735,0.06,,
534,2016-06-28,K167,34829,36447,4.54,55,35671,35693,0.06,,
535,2018-01-01,H143,33716,37740,11.26,-1,35730,35764,0.1,,
536,2017-12-28,H129,35509,35899,1.09,26,35689,35740,0.14,,
537,2017-12-28,H130,35186,36120,2.62,-1,35707,35741,0.1,,
538,2017-12-28,H128,35284,36134,2.38,139,35720,35746,0.07,,
539,2017-12-28,H127,35305,36028,2.03,155,35721,35749,0.08,,
540,2017-12-28,K210,35340,36136,2.23,36,35714,35725,0.03,,
541,2017-12-28,K209,34893,36104,3.41,24,35519,35532,0.04,,
542,2017-12-28,K172,35053,35922,2.45,24,35529,35548,0.05,,
543,2017-10-29,K150,35083,36483,3.91,20,35709,35722,0.04,,
544,2017-10-29,K173,35001,36355,3.8,65,35706,35733,0.08,,
545,2017-10-29,K147,35316,35803,1.37,59,35560,35569,0.03,,
546,2017-10-29,K149,35226,36046,2.3,36,35712,35735,0.06,,
547,2017-10-29,K167,34829,36447,4.54,55,35671,35693,0.06,,
548,2017-10-29,K150,35083,36483,3.91,20,35709,35722,0.04,,
549,2017-10-29,K173,35001,36355,3.8,65,35706,35733,0.08,,
550,2017-10-29,K147,35316,35803,1.37,59,35560,35569,0.03,,
551,2017-10-29,K149,35226,36046,2.3,36,35712,35735,0.06,,
552,2017-10-29,K167,34829,36447,4.54,55,35671,35693,0.06,,
553,2017-06-29,K210,35340,36136,2.23,36,35714,35725,0.03,,
554,2017-06-29,K209,34893,36104,3.41,24,35519,35532,0.04,,
555,2017-06-29,K172,35053,35922,2.45,24,35529,35548,0.05,,
556,2017-12-29,H130,35186,36120,2.62,-1,35707,35741,0.1,,
557,2017-12-29,H128,35287,36153,2.42,139,35720,35745,0.07,,
558,2017-12-29,H127,35296,36000,1.97,156,35721,35748,0.08,,
559,2017-12-30,K150,35083,36483,3.91,20,35709,35722,0.04,,
560,2017-12-30,K173,35001,36355,3.8,65,35706,35733,0.08,,
561,2017-12-30,K147,35316,35803,1.37,59,35560,35569,0.03,,
562,2017-12-30,K149,35226,36046,2.3,36,35712,35735,0.06,,
563,2017-12-30,K167,34829,36447,4.54,55,35671,35693,0.06,,
564,2017-12-30,H129,35504,35898,1.1,40,35692,35740,0.13,,
565,2017-12-30,H130,35186,36120,2.62,-1,35707,35741,0.1,,
566,2017-12-30,H128,35279,36152,2.44,139,35724,35738,0.04,,
